hospital,average_billing
"Johnson Garcia, And Guerra",17636.8
"Johnson Gibbs Lee, And",46493.22
"Johnson Gomez, And Berger",25189.19
"Johnson Gonzalez, Hudson And",19903.82
"Johnson Goodman Clark, And",25414.8
"Johnson Green, Ballard And",8031.52
Johnson Group,27201.13
"Johnson Hale, And Kim",26455.64
"Johnson Hayes, And Allen",35155.92
"Johnson Hernandez And Perry,",18452.14
"Johnson Hernandez, Camacho And",13918.55
"Johnson Hodges And Mills,",44831.45
Johnson Inc,27479.73
"Johnson Jackson And Hernandez,",9294.41
"Johnson Jenkins And Conley,",3139.37
"Johnson Jennings Johnston, And",6644.63
"Johnson Johnson And Fisher,",11376.99
"Johnson Johnson, Wood And",26351.99
"Johnson Jones And Kennedy,",23508.27
"Johnson Jones Robertson, And",2612.15
"Johnson Kelley, Williams And",15134.16
"Johnson Kirby And Richard,",7868.69
"Johnson Koch And Duncan,",9442.96
"Johnson Lang And Evans,",11195.1
"Johnson Lawrence And Anderson,",20043.21
"Johnson Leach And Lee,",15344.25
"Johnson Leon And Vargas,",5437.63
"Johnson Lindsey Evans, And",10645.07
"Johnson Livingston Kirby, And",45617.21
Johnson Llc,27084.46
"Johnson Lopez, Walker And",3290.96
Johnson Ltd,34735.49
"Johnson Martin And Rodriguez,",1167.84
"Johnson Martin, And Randall",27955.82
"Johnson Martinez And Greene,",27715.83
"Johnson Mccullough, Gibson And",27609.79
"Johnson Mcfarland And Long,",13707.45
"Johnson Mcintyre, And Webb",31448.25
"Johnson Mclaughlin, Valenzuela And",1298.46
"Johnson Medina Lopez, And",41062.76
"Johnson Mendoza Fernandez, And",38658.57
"Johnson Meyers And Novak,",9917.25
"Johnson Monroe And Thomas,",4444.64
"Johnson Morales, Kelley And",10854.13
"Johnson Morton Bright, And",15962.65
"Johnson Moss And Smith,",11548.99
"Johnson Norris Leonard, And",5583.22
"Johnson Owens And Mcgee,",43992.13
"Johnson Padilla And Garcia,",16882.55
"Johnson Parker, Smith And",17111.73
"Johnson Perkins Chapman, And",9571.26
"Johnson Perry, Ferguson And",38086.65
Johnson Plc,29229.12
"Johnson Ramirez, Farmer And",13415.12
"Johnson Riley, And Walker",24303.41
"Johnson Rivas Hernandez, And",1770.08
"Johnson Sanchez, Carpenter And",34861.12
"Johnson Schmidt, And Parker",32225.82
"Johnson Shepherd And Silva,",39319.26
"Johnson Simmons, And Garrison",32755.3
"Johnson Simpson Thomas, And",45033.22
"Johnson Smith And Cole,",21576.28
"Johnson Smith And Ritter,",17134.07
"Johnson Smith Carey, And",33215.98
"Johnson Smith Hudson, And",41376.45
"Johnson Smith Morgan, And",14595.91
Johnson Sons And,27245.48
"Johnson Stone And Morris,",47638.49
"Johnson Thompson And Crawford,",9579.86
"Johnson Thompson, And Marquez",39089.61
"Johnson Turner And Vega,",43806.87
"Johnson Vargas Lee, And",15875.0
"Johnson Villarreal And Gomez,",6346.96
"Johnson Washington, And Collins",32458.06
"Johnson, Adams Waters And",31550.88
"Johnson, Adkins And Ferguson",47855.35
"Johnson, Allen And Golden",1781.17
"Johnson, And Andrews Douglas",33799.6
"Johnson, And Bell Dickerson",45684.03
"Johnson, And Benson Harris",32429.62
"Johnson, And Castillo Coleman",21531.95
"Johnson, And Gallagher English",42856.63
"Johnson, And Harrison Lee",47754.96
"Johnson, And Hodge Novak",8981.27
"Johnson, And Jennings Colon",29746.2
"Johnson, And Jones Rivera",25301.92
"Johnson, And Lowe Wood",12575.4
"Johnson, And Mata Medina",28805.09
"Johnson, And Mendoza Evans",27723.39
"Johnson, And Mitchell Lyons",42555.61
"Johnson, And Myers Smith",23913.8
"Johnson, And Petty Rubio",37861.51
"Johnson, And Ray Lopez",8790.24
"Johnson, And Robinson Peterson",43663.73
"Johnson, And Ross Harris",33681.57
"Johnson, And Smith Allen",41581.26
"Johnson, And Smith Brown",14294.63
"Johnson, And Snyder Roberts",17329.05
"Johnson, And Thompson Wilson",34835.7
"Johnson, And Tucker Bass",43408.39
"Johnson, And Wallace Palmer",23007.1
"Johnson, And Wood Brown",19906.5
"Johnson, Anderson And Harris",47544.5
"Johnson, Anderson And Maddox",23155.16
"Johnson, Bailey And Moreno",14990.55
"Johnson, Baldwin And Cole",1988.53
"Johnson, Brock Mccormick And",9095.63
"Johnson, Brown And Holland",28850.28
"Johnson, Burns Gonzales And",40005.14
"Johnson, Butler Bray And",26547.78
"Johnson, Collins And Dominguez",42418.89
"Johnson, Day Pham And",46184.12
"Johnson, Deleon And Schwartz",24464.88
"Johnson, Duran Zamora And",26147.2
"Johnson, Edwards Miller And",2500.24
"Johnson, Gardner Frank And",12430.17
"Johnson, Gordon Walls And",11718.34
"Johnson, Hardy And Reyes",33397.76
"Johnson, Harris Baker And",4739.47
"Johnson, Henderson And Calhoun",13447.88
"Johnson, Holland And Kaiser",42112.72
"Johnson, Jones And Gomez",19228.58
"Johnson, Kane Johnson And",35538.51
"Johnson, Marks Kramer And",3836.39
"Johnson, Moore Wade And",47484.92
"Johnson, Parker Fitzpatrick And",23983.62
"Johnson, Parrish And Berry",22319.53
"Johnson, Payne Moody And",31466.27
"Johnson, Ray Wall And",5849.95
"Johnson, Reynolds Williamson And",39264.44
"Johnson, Sanders Day And",6129.3
"Johnson, Smith King And",34559.02
"Johnson, Smith Reid And",48362.29
"Johnson, Smith Reynolds And",13992.44
"Johnson, Stevens And Diaz",19469.58
"Johnson, Valenzuela And Wood",42556.25
"Johnson, Whitaker And Johnson",7392.8
"Johnson, Woodard And Thomas",47471.1
Johnson-Anderson,42003.72
Johnson-Andrade,21862.64
Johnson-Armstrong,43505.09
Johnson-Baker,7786.66
Johnson-Banks,17933.84
Johnson-Barnes,39622.0
Johnson-Barnett,42097.4
Johnson-Barrett,18405.99
Johnson-Bates,13809.48
Johnson-Bautista,16357.75
Johnson-Baxter,6549.95
Johnson-Becker,33550.13
Johnson-Bell,11039.86
Johnson-Beltran,16121.12
Johnson-Benton,44567.15
Johnson-Braun,5109.78
Johnson-Brown,27099.52
Johnson-Bryan,3055.79
Johnson-Bryant,47846.42
Johnson-Buchanan,36313.56
Johnson-Burns,34423.75
Johnson-Calderon,4434.39
Johnson-Campbell,21013.77
Johnson-Cannon,4115.75
Johnson-Cantrell,35676.6
Johnson-Carpenter,18892.87
Johnson-Carr,11487.27
Johnson-Carroll,39817.85
Johnson-Castaneda,23037.29
Johnson-Chavez,17717.92
Johnson-Christensen,37014.9
Johnson-Clark,14362.96
Johnson-Collins,31467.86
Johnson-Cook,9620.51
Johnson-Cooper,26533.7
Johnson-Cordova,20399.87
Johnson-Cox,35477.07
Johnson-Crawford,20781.39
Johnson-Cruz,17753.81
Johnson-Daniels,6101.07
Johnson-Davis,34563.43
Johnson-Dean,29683.32
Johnson-Diaz,39418.82
Johnson-Dillon,40142.47
Johnson-Dixon,42205.17
Johnson-Dodson,43296.34
Johnson-Dominguez,12783.9
Johnson-Douglas,34382.36
Johnson-Duncan,26168.17
Johnson-Dunn,19309.92
Johnson-Erickson,37953.77
Johnson-Estrada,13034.08
Johnson-Farley,41170.08
Johnson-Ferguson,16052.24
Johnson-Fernandez,42622.16
Johnson-Fischer,7430.31
Johnson-Fisher,36227.93
Johnson-Foley,13081.01
Johnson-Foster,21711.81
Johnson-Franklin,24208.59
Johnson-Gallagher,3218.78
Johnson-Garcia,10081.85
Johnson-Garrett,17402.46
Johnson-Garza,45081.14
Johnson-Gates,34408.95
Johnson-Gibson,8365.77
Johnson-Gonzalez,43696.39
Johnson-Goodwin,15701.82
Johnson-Gordon,10765.36
Johnson-Gray,38035.62
Johnson-Griffin,25171.53
Johnson-Gutierrez,2951.28
Johnson-Guzman,32234.43
Johnson-Hale,30995.36
Johnson-Hardy,26407.14
Johnson-Harper,39900.34
Johnson-Harris,30282.73
Johnson-Harrison,5264.73
Johnson-Hawkins,20505.29
Johnson-Heath,43723.9
Johnson-Henderson,8645.2
Johnson-Hernandez,46357.87
Johnson-Hill,21581.82
Johnson-Hines,31097.65
Johnson-Holland,36630.84
Johnson-Holt,44666.23
Johnson-Hubbard,37298.98
Johnson-Hughes,14073.88
Johnson-Hunt,25751.21
Johnson-Ingram,42487.51
Johnson-James,23026.44
Johnson-Jenkins,20294.61
Johnson-Jennings,39513.92
Johnson-Johns,8837.39
Johnson-Johnson,19240.64
Johnson-Johnston,10158.52
Johnson-Jones,11908.74
Johnson-Kelley,44337.65
Johnson-Kent,11309.07
Johnson-Kerr,16137.72
Johnson-King,46976.62
Johnson-Kirk,6737.15
Johnson-Knight,3889.25
Johnson-Koch,2600.2
Johnson-Lane,28974.5
Johnson-Larsen,40833.81
Johnson-Larson,15446.51
Johnson-Lawson,24045.56
Johnson-Lee,17951.24
Johnson-Levine,42713.92
Johnson-Lewis,31799.35
Johnson-Little,6123.86
Johnson-Lopez,35862.97
Johnson-Malone,33920.04
Johnson-Martinez,2704.9
Johnson-Mathis,17594.93
Johnson-Mccarty,34743.16
Johnson-Mcclure,20123.69
Johnson-Mcdaniel,41645.22
Johnson-Mckinney,17144.74
Johnson-Mejia,20991.56
Johnson-Mendez,32971.02
Johnson-Meyers,41775.34
Johnson-Miller,13257.38
Johnson-Mills,38935.58
Johnson-Mitchell,25916.77
Johnson-Mooney,2421.97
Johnson-Morales,26798.34
Johnson-Morgan,44159.76
Johnson-Mosley,40425.95
Johnson-Mueller,14774.98
Johnson-Mullen,3633.25
Johnson-Myers,38816.22
Johnson-Nash,10783.81
Johnson-Nelson,10786.54
Johnson-Newman,24199.55
Johnson-Nichols,14558.19
Johnson-Nolan,6915.45
Johnson-Novak,25673.87
Johnson-Olson,24715.75
Johnson-Pacheco,6163.15
Johnson-Palmer,9756.02
Johnson-Parker,43924.68
Johnson-Parsons,20797.87
Johnson-Patel,23970.48
Johnson-Payne,23944.69
Johnson-Perez,29683.64
Johnson-Petersen,39102.57
Johnson-Peterson,21545.23
Johnson-Powers,37786.9
Johnson-Reed,9079.51
Johnson-Richardson,28255.81
Johnson-Riddle,8176.32
Johnson-Rivera,7536.19
Johnson-Roberts,6892.12
Johnson-Rogers,7046.63
Johnson-Rojas,29208.23
Johnson-Rosales,19969.32
Johnson-Rosario,40926.78
Johnson-Rowe,46013.34
Johnson-Ruiz,3775.49
Johnson-Russo,15957.69
Johnson-Sanchez,23307.89
Johnson-Schultz,26712.62
Johnson-Schwartz,43513.44
Johnson-Sellers,12763.46
Johnson-Shaw,38056.67
Johnson-Simmons,10413.45
Johnson-Simpson,41928.67
Johnson-Smith,22907.43
Johnson-Snyder,44626.11
Johnson-Sosa,21832.57
Johnson-Stark,41111.52
Johnson-Stephens,39332.43
Johnson-Stewart,31232.58
Johnson-Stone,32434.32
Johnson-Stout,41882.12
Johnson-Strong,41637.04
Johnson-Swanson,26530.21
Johnson-Taylor,28578.07
Johnson-Thomas,36349.15
Johnson-Todd,-416.91
Johnson-Travis,6233.49
Johnson-Tyler,17787.56
Johnson-Valdez,7755.27
Johnson-Vargas,25943.72
Johnson-Wagner,32927.06
Johnson-Warner,47740.31
Johnson-Watkins,6807.2
Johnson-Watson,21747.57
Johnson-Webb,11429.09
Johnson-Weber,35841.99
Johnson-Welch,20725.16
Johnson-Wells,24704.37
Johnson-West,17767.94
Johnson-White,6210.9
Johnson-Whitehead,49236.86
Johnson-Whitney,32643.3
Johnson-Williams,35379.28
Johnson-Wilson,39073.71
Johnson-Wise,14320.69
Johnson-Wolfe,9886.84
Johnson-Wong,24558.34
Johnson-Wood,32552.51
Johnson-Wright,12006.54
Johnson-Young,13385.08
Johnson-Zamora,12987.18
"Johnston And Trujillo Duran,",11788.06
"Johnston And Watson, Frye",29268.34
"Johnston Douglas And George,",26183.74
Johnston Group,16302.39
Johnston Inc,29286.52
"Johnston Jones, Hansen And",39542.2
Johnston Llc,27211.87
Johnston Ltd,9849.26
"Johnston Perry Lewis, And",34624.5
Johnston Plc,19900.32
"Johnston Ryan, Nichols And",33863.05
"Johnston Williams Dalton, And",16283.44
"Johnston, And Lopez Anderson",36967.83
"Johnston, Hensley Jones And",37905.31
"Johnston, Mora And Sparks",47267.83
"Johnston, Pena Lewis And",22310.19
"Johnston, Shepherd Mckinney And",27424.31
"Johnston, Williams Kim And",1486.98
Johnston-Anderson,49381.07
Johnston-Brown,11916.35
Johnston-Clarke,9887.0
Johnston-Clay,8578.26
Johnston-Elliott,49951.46
Johnston-Frost,28297.78
Johnston-Garcia,39412.26
Johnston-Hester,17920.04
Johnston-Jones,43275.23
Johnston-Kim,24135.1
Johnston-Lawrence,50576.94
Johnston-Malone,30572.39
Johnston-Sharp,40929.69
Johnston-Smith,23467.33
Johnston-Turner,49919.59
Johnston-Vargas,35218.32
Johnston-Warren,1984.59
Johnston-West,17226.78
Johnston-White,33648.72
Johnston-Woodward,39636.43
"Jones Allen, Rhodes And",24771.93
"Jones And Ayala, Stephens",2730.08
"Jones And Barnes Hall,",64.48
"Jones And Barron Mcpherson,",45650.85
"Jones And Bauer Lester,",11120.62
"Jones And Bradley, Hanson",12527.88
"Jones And Buck, Guerra",10848.97
"Jones And Carter Johnson,",46741.0
"Jones And Collier Vaughan,",22928.61
"Jones And Collins, Harper",34770.26
"Jones And Cox, Berry",27515.34
"Jones And Cross Andrews,",42086.11
"Jones And Evans Carter,",41986.89
"Jones And Fitzpatrick King,",30124.13
"Jones And Franklin, Smith",6430.57
"Jones And Gaines, Brady",48020.07
"Jones And Hill Stewart,",46971.21
"Jones And Hill, Medina",14294.9
"Jones And Hobbs, Miller",25663.44
"Jones And Jones, Turner",20545.87
"Jones And Jordan Sanders,",27071.75
"Jones And Knight, Mora",31869.52
"Jones And Martin Nielsen,",14650.62
"Jones And Martinez Pineda,",7423.19
"Jones And Nguyen, Dean",26491.55
"Jones And Pena Martin,",31500.64
"Jones And Roy, Norman",11552.41
"Jones And Shah Stewart,",45872.6
Jones And Sons,12354.82
"Jones And Taylor Baker,",4248.8
"Jones And Vargas Mendoza,",8360.82
"Jones And Williams Roman,",46407.39
"Jones And Williams Williams,",9606.24
"Jones Anderson Oneill, And",35517.55
"Jones Baldwin Brown, And",41119.04
"Jones Brown, And Rosales",38765.53
"Jones Brown, Hernandez And",14878.22
"Jones Bruce And Bell,",25012.58
"Jones Carr, Esparza And",41211.01
"Jones Chavez, Ayala And",11443.26
"Jones Chen Martin, And",22889.46
"Jones Clark, White And",12242.65
"Jones Conley And Chapman,",45676.25
"Jones Ellis, Grant And",31716.49
"Jones Finley Stein, And",46174.98
"Jones Fischer Terry, And",34167.59
"Jones Galloway, Nash And",8315.13
"Jones Gomez, And Bryant",23015.73
Jones Group,28072.29
"Jones Harvey, And Bridges",38877.34
"Jones Holmes Lane, And",38501.66
"Jones Holt, And Cervantes",31682.08
"Jones Hoover And Harris,",32539.94
Jones Inc,27817.57
"Jones Jackson, And Pittman",3051.21
"Jones Jennings And Christian,",39635.44
"Jones Johnson, And Taylor",41490.2
"Jones Johnson, Mendoza And",49338.24
"Jones Lambert, Miller And",29749.71
"Jones Leon And Mathews,",4002.92
"Jones Levine And Shepherd,",16543.53
"Jones Levy And Duncan,",31787.8
"Jones Little And Fisher,",2503.98
Jones Llc,25165.02
"Jones Lopez, And Ali",30133.24
Jones Ltd,25909.65
"Jones Martin, Blackburn And",15492.45
"Jones Martinez, Reeves And",12453.49
"Jones Maynard, Alexander And",23096.84
"Jones Mclaughlin, And Rogers",25183.61
"Jones Miller And Williams,",3181.35
"Jones Mitchell And Parsons,",6234.5
"Jones Mitchell, And Hernandez",20052.52
"Jones Nguyen Gonzalez, And",42260.68
"Jones Ochoa, And Cook",15385.89
"Jones Patel, Rose And",31214.33
"Jones Peterson, And Bell",14593.7
Jones Plc,22725.42
"Jones Reese, And Johnson",34661.68
"Jones Rice Day, And",37701.67
"Jones Robertson, White And",41729.7
"Jones Robinson Jenkins, And",37589.63
"Jones Rose, And Kent",9541.26
"Jones Saunders, And Carroll",45364.55
Jones Sons And,31205.01
"Jones Stephens Nunez, And",48253.92
"Jones Stewart Cooper, And",1067.34
"Jones Stone, Randolph And",23188.92
"Jones Sullivan, Jacobs And",48159.67
"Jones Taylor, Carter And",9514.45
"Jones Thomas, And Norman",48898.95
"Jones Tran, And Taylor",48237.89
"Jones Wallace, Gomez And",40760.7
"Jones Walters Cannon, And",6328.08
"Jones Walters, And Nelson",11010.33
"Jones Ward Lawrence, And",28972.52
"Jones Waters And Ortiz,",46993.14
"Jones Watson Hall, And",3361.33
"Jones Welch And Schmidt,",6635.88
"Jones White, Potter And",13159.95
"Jones Williams Walker, And",38200.29
"Jones Wolfe King, And",43323.17
"Jones Wyatt, And Flores",33059.7
"Jones York And Hernandez,",29424.82
"Jones, And Adams Carpenter",43508.71
"Jones, And Atkinson Greer",7566.23
"Jones, And Bailey Snyder",18531.34
"Jones, And Cohen Hayes",31450.34
"Jones, And Davis Baker",40904.37
"Jones, And Gonzalez Shaw",32133.95
"Jones, And Hampton Williams",9500.0
"Jones, And Lane Crosby",21834.3
"Jones, And Lee Myers",39092.78
"Jones, And Mahoney Garner",40994.06
"Jones, And Matthews Ramirez",5884.47
"Jones, And Moore Carter",30954.42
"Jones, And Nguyen Freeman",48627.06
"Jones, And Obrien Pearson",40772.2
"Jones, And Ortiz Adams",27254.17
"Jones, And Roberts Singh",42606.46
"Jones, And Taylor Calhoun",39355.86
"Jones, And Velez Griffith",6825.82
"Jones, And Walsh Murray",45993.88
"Jones, And Walton Tyler",7834.98
"Jones, Banks Avery And",38664.02
"Jones, Barnett And Cantrell",31265.76
"Jones, Bauer And Williams",32381.18
"Jones, Beck And Larson",27239.62
"Jones, Blackwell Farmer And",30720.64
"Jones, Bradshaw Jones And",44214.54
"Jones, Brown And Mckee",42792.85
"Jones, Cannon And Evans",37954.09
"Jones, Contreras Heath And",19278.01
"Jones, Cooley Anderson And",21512.89
"Jones, Cooper Knight And",38601.78
"Jones, Edwards Jacobs And",-378.75
"Jones, Evans And Smith",3312.02
"Jones, Gallegos And Guerrero",11908.46
"Jones, Goodman And Davis",25901.44
"Jones, Greer And Alvarado",12906.0
"Jones, Hays Clark And",23131.46
"Jones, Holmes Kelley And",29042.96
"Jones, Landry Mcknight And",11265.52
"Jones, Mcfarland And Long",48529.29
"Jones, Mcguire And Mitchell",19315.73
"Jones, Mcintyre Sanchez And",21290.79
"Jones, Myers And Baker",7388.78
"Jones, Nicholson Brown And",34652.46
"Jones, Rangel And Miller",18231.9
"Jones, Rose Bishop And",8771.19
"Jones, Ruiz And Glass",23174.1
"Jones, Schwartz And Ross",16324.14
"Jones, Stewart Gregory And",28356.9
"Jones, Tran Gonzalez And",1853.14
"Jones, Valentine Pacheco And",15850.21
"Jones, Vang Blair And",43718.65
"Jones, Walker Moore And",37957.27
"Jones, White And Vasquez",31890.84
"Jones, Williams And Hunt",35460.29
"Jones, Williams Fox And",46020.95
"Jones, Williams Hancock And",22831.58
"Jones, Wilson And Bradshaw",15265.76
"Jones, Wolfe Brewer And",14642.33
"Jones, Zimmerman Ballard And",48194.81
Jones-Aguirre,34262.61
Jones-Alvarado,14085.94
Jones-Anderson,27383.85
Jones-Andrade,37033.99
Jones-Arnold,16572.35
Jones-Austin,13229.12
Jones-Avila,45076.35
Jones-Baker,49726.64
Jones-Banks,33832.75
Jones-Barnes,22550.27
Jones-Barrera,33706.21
Jones-Beck,13006.21
Jones-Beltran,46107.71
Jones-Bird,13919.11
Jones-Bradley,3790.75
Jones-Braun,47911.38
Jones-Brown,7109.16
Jones-Browning,44134.56
Jones-Buchanan,41438.75
Jones-Bullock,4547.41
Jones-Burke,12767.08
Jones-Burnett,48587.74
Jones-Burns,44262.77
Jones-Camacho,39728.42
Jones-Campbell,5291.86
Jones-Carr,27379.74
Jones-Carter,6938.67
Jones-Chavez,13280.0
Jones-Clark,5812.54
Jones-Clay,23088.51
Jones-Cole,40211.46
Jones-Collins,14298.23
Jones-Copeland,34179.61
Jones-Daugherty,45371.5
Jones-Davis,6818.52
Jones-Dickerson,46843.84
Jones-Dickson,25701.8
Jones-Duffy,44291.73
Jones-Ellis,32380.3
Jones-Fields,44611.65
Jones-Figueroa,50060.72
Jones-Fitzgerald,27313.17
Jones-Fleming,20714.71
Jones-Flowers,5767.47
Jones-Fowler,45160.38
Jones-Frank,49230.88
Jones-Freeman,11702.9
Jones-Galloway,23641.0
Jones-Garrett,2076.33
Jones-Garza,45663.04
Jones-George,35006.02
Jones-Gill,20465.74
Jones-Goodman,26054.78
Jones-Graham,22873.97
Jones-Gray,33125.61
Jones-Green,4632.09
Jones-Griffin,13287.52
Jones-Harrington,44417.14
Jones-Harris,37521.24
Jones-Hartman,25592.43
Jones-Henderson,33827.58
Jones-Hendrix,44225.02
Jones-Henry,20545.09
Jones-Henson,40451.63
Jones-Hernandez,22388.43
Jones-Hess,17363.36
Jones-Hester,3202.04
Jones-Hicks,22587.97
Jones-Hill,22792.42
Jones-Holden,13893.53
Jones-Horton,4207.41
Jones-Howard,8336.35
Jones-Humphrey,39451.95
Jones-Hunter,8292.0
Jones-Jackson,51069.77
Jones-Jensen,50673.75
Jones-Johnson,28110.49
Jones-Jones,42484.66
Jones-Kennedy,47809.28
Jones-Kerr,36276.76
Jones-Kim,5481.17
Jones-Lamb,40665.95
Jones-Lee,29274.32
Jones-Lopez,28314.32
Jones-Madden,18686.39
Jones-Marshall,15995.42
Jones-Martin,38287.75
Jones-Martinez,31844.95
Jones-Mcdaniel,43312.04
Jones-Mcguire,25143.29
Jones-Mcintyre,19923.27
Jones-Mendez,15230.39
Jones-Miller,38841.58
Jones-Miranda,36014.11
Jones-Mitchell,36729.06
Jones-Molina,31050.73
Jones-Moody,40706.37
Jones-Moore,12734.61
Jones-Morales,31517.93
Jones-Morris,22576.15
Jones-Munoz,29635.01
Jones-Nguyen,41023.71
Jones-Nicholson,43719.26
Jones-Norris,12015.42
Jones-Nunez,7809.19
Jones-Oneill,17741.02
Jones-Orozco,41766.61
Jones-Ortega,13504.15
Jones-Parks,22667.61
Jones-Patel,13310.82
Jones-Perez,19647.24
Jones-Petersen,35293.75
Jones-Phelps,36262.69
Jones-Phillips,3270.91
Jones-Poole,26217.73
Jones-Powell,20723.75
Jones-Ray,14159.21
Jones-Reynolds,13479.82
Jones-Richards,24326.0
Jones-Rios,27129.69
Jones-Rivera,33866.88
Jones-Roberson,35041.71
Jones-Robinson,27378.34
Jones-Rodriguez,29507.11
Jones-Roth,46774.12
Jones-Salas,46607.76
Jones-Sanchez,17439.92
Jones-Schaefer,43231.45
Jones-Schwartz,37955.84
Jones-Scott,22912.85
Jones-Serrano,19807.03
Jones-Shea,46493.29
Jones-Smith,18287.08
Jones-Stuart,27163.76
Jones-Taylor,32404.73
Jones-Thomas,34112.27
Jones-Thompson,2650.71
Jones-Tyler,40504.79
Jones-Velazquez,6734.08
Jones-Velez,8714.6
Jones-Wade,3749.75
Jones-Wall,32161.85
Jones-Wallace,47331.94
Jones-Washington,40536.91
Jones-Watkins,21502.8
Jones-Welch,6798.37
Jones-Whitaker,9806.74
Jones-White,7036.54
Jones-Wiggins,33852.27
Jones-Williams,26479.99
Jones-Wood,5433.47
Jones-Woodard,36680.89
Jones-Wright,11719.57
Jones-Young,12204.02
"Jordan And Espinoza Garrett,",14625.23
"Jordan And Gutierrez, Garcia",2345.39
"Jordan And Logan Kerr,",8784.66
Jordan And Sons,30690.93
"Jordan Black Vazquez, And",10317.86
"Jordan Clark Leblanc, And",49148.98
"Jordan Craig Miller, And",29229.73
"Jordan Gallagher, And Reid",33442.02
"Jordan Gilbert, Strickland And",30430.06
Jordan Group,24355.1
Jordan Inc,19615.8
"Jordan Kelly Craig, And",13271.86
Jordan Llc,18120.85
Jordan Plc,5611.74
"Jordan Smith Whitehead, And",43041.47
Jordan Sons And,15565.32
"Jordan Thompson Love, And",25352.07
"Jordan Waters, And Phillips",10809.65
"Jordan, And Ramirez Romero",6781.16
"Jordan, Espinoza And Fitzpatrick",45636.87
"Jordan, Franklin And Jackson",9837.44
"Jordan, Hogan And Roberts",24064.51
"Jordan, Pruitt Brooks And",49700.22
"Jordan, Robles And Montgomery",3021.3
